날짜,hs_code,품목명,국가명,수출입구분,수출금액,중량
2022-03-01,8595,반도체,독일,Import,0,1418.891698
2022-04-01,8597,반도체,독일,Import,0,3995.784286
2022-05-01,8523,반도체,독일,Export,99578560,4785.830219
2022-06-01,8598,반도체,독일,Export,452591571,1410.334865
2022-07-01,8589,반도체,독일,Import,0,4389.894387
2022-08-01,8536,반도체,독일,Export,394690992,1441.122443
2022-09-01,8515,반도체,독일,Export,344444834,1724.922561
2022-10-01,8535,반도체,독일,Export,129349851,
2022-11-01,8570,반도체,독일,Import,0,4766.695087
2022-12-01,8568,반도체,독일,Import,0,4734.173541
2023-01-01,8518,반도체,독일,Export,493415925,3029.415936
2023-02-01,8544,반도체,독일,Import,0,
2023-03-01,8589,반도체,독일,Import,0,1978.645991
2023-04-01,8542,반도체,독일,Export,102705938,3629.881593
2023-05-01,8557,반도체,독일,Export,416067402,4164.857307
2023-06-01,8523,반도체,독일,Import,0,3515.418413
2023-07-01,8533,반도체,독일,Export,78230953,3098.841797
2023-08-01,8588,반도체,독일,Export,481094143,3427.896585
2023-09-01,8512,반도체,독일,Import,0,4331.074581
2023-10-01,8570,반도체,독일,Import,0,152.5049587
2023-11-01,8571,반도체,독일,Export,135263155,2685.06188
2023-12-01,8580,반도체,독일,Export,441158167,2577.051879
2024-01-01,8517,반도체,독일,Import,0,2422.630703
2024-02-01,8593,반도체,독일,Import,0,3946.813213
2024-03-01,8552,반도체,독일,Export,234434022,1357.571315
2024-04-01,8515,반도체,독일,Export,162670152,4243.702259
2024-05-01,8560,반도체,독일,Export,36819026,1100.786321
2024-06-01,8518,반도체,독일,Import,0,2613.598814
2024-07-01,8538,반도체,독일,Import,0,431.2632724
2024-08-01,8510,반도체,독일,Export,68378929,2610.724822
2024-09-01,8541,반도체,독일,Import,0,1249.047441
2024-10-01,8571,반도체,독일,Export,124036890,363.7695721
2024-11-01,8522,반도체,독일,Import,0,2315.792148
2024-12-01,8570,반도체,독일,Export,259358094,4321.083862
2025-01-01,8567,반도체,독일,Export,28471885,4059.532304
2025-02-01,8579,반도체,독일,Import,0,2738.135399
2025-03-01,8538,반도체,독일,Export,356122278,
2025-04-01,8560,반도체,독일,Export,69720955,189.5478416
2025-05-01,8581,반도체,독일,Export,160831383,1281.70955
2025-06-01,8592,반도체,독일,Export,219796034,400.9831334
2025-07-01,8531,반도체,독일,Export,488973166,4058.541664
2025-08-01,8574,반도체,독일,Export,477167410,395.11203
2025-09-01,8523,반도체,독일,Import,0,4237.142834
2025-10-01,8528,반도체,독일,Export,169878254,201.7143574
2025-11-01,8594,반도체,독일,Export,276869126,481.4969461
2025-12-01,8562,반도체,독일,Export,78111080,2256.348268
2021-01-01,8774,자동차,독일,Import,0,
2021-02-01,8716,자동차,독일,Export,107617646,1492.503049
2021-03-01,8777,자동차,독일,Import,0,2282.719356
2021-04-01,8759,자동차,독일,Import,0,2566.39114
2021-05-01,8793,자동차,독일,Import,0,679.2898192
2021-06-01,8715,자동차,독일,Import,0,295.0760533
2021-07-01,8753,자동차,독일,Import,0,3700.071994
2021-08-01,8766,자동차,독일,Export,355918555,2568.074186
2021-09-01,8747,자동차,독일,Export,196992084,3898.649241
2021-10-01,8796,자동차,독일,Import,0,2306.384171
2021-11-01,8767,자동차,독일,Export,316462390,
2021-12-01,8723,자동차,독일,Import,0,4638.910557
2022-01-01,8739,자동차,독일,Export,409048121,1972.405123
2022-02-01,8772,자동차,독일,Export,332305037,2865.537364
2022-03-01,8741,자동차,독일,Export,187625972,4137.588494
2022-04-01,8767,자동차,독일,Export,98277737,638.3292573
2022-05-01,8796,자동차,독일,Import,0,454.1570431
2022-06-01,8734,자동차,독일,Export,308808253,1279.938699
2022-07-01,8749,자동차,독일,Import,0,2765.468245
2022-08-01,8771,자동차,독일,Export,408039828,1779.910928
2022-09-01,8749,자동차,독일,Export,360200880,1277.075223
2022-10-01,8783,자동차,독일,Import,0,1057.744202
2022-11-01,8791,자동차,독일,Export,108619256,4462.159447
2022-12-01,8729,자동차,독일,Export,295732633,
2023-01-01,8736,자동차,독일,Import,0,1212.194843
2023-02-01,8798,자동차,독일,Import,0,1382.580391
2023-03-01,8712,자동차,독일,Import,0,4556.787518
2023-04-01,8758,자동차,독일,Import,0,3653.044684
2023-05-01,8781,자동차,독일,Import,0,4710.862381
2023-06-01,8725,자동차,독일,Export,30123404,3749.64287
2023-07-01,8789,자동차,독일,Export,199858567,2958.765443
2023-08-01,8729,자동차,독일,Export,101345704,3771.91024
2023-09-01,8780,자동차,독일,Export,247497863,231.6515048
2023-10-01,8777,자동차,독일,Export,360411259,4789.960679
2023-11-01,8721,자동차,독일,Import,0,2724.609053
2023-12-01,8735,자동차,독일,Export,260375664,
2024-01-01,8796,자동차,독일,Export,128753310,3350.222477
2024-02-01,8793,자동차,독일,Import,0,4699.701713
2024-03-01,8787,자동차,독일,Export,291046007,1774.041452
2024-04-01,8773,자동차,독일,Export,97423887,629.9595714
2024-05-01,8760,자동차,독일,Export,103950746,2821.936673
2024-06-01,8762,자동차,독일,Export,53185871,3906.312342
2024-07-01,8773,자동차,독일,Export,415560845,3725.35235
2024-08-01,8712,자동차,독일,Export,106278613,
2024-09-01,8720,자동차,독일,Export,355124304,4650.12472
2024-10-01,8723,자동차,독일,Export,351134300,1045.065787
2024-11-01,8719,자동차,독일,Export,365781577,694.3846902
2024-12-01,8721,자동차,독일,Import,0,955.4902711
2025-01-01,8713,자동차,독일,Import,0,708.1261018
2025-02-01,8715,자동차,독일,Export,104091450,3366.759694
2025-03-01,8782,자동차,독일,Import,0,1470.217961
2025-04-01,8794,자동차,독일,Export,404535454,1010.307078
2025-05-01,8723,자동차,독일,Export,429440526,3774.773041
2025-06-01,8748,자동차,독일,Import,0,2000.387921
2025-07-01,8747,자동차,독일,Import,0,2426.36813
2025-08-01,8715,자동차,독일,Export,280879289,3729.251547
2025-09-01,8781,자동차,독일,Export,175260779,980.0389291
2025-10-01,8742,자동차,독일,Import,0,466.9896258
2025-11-01,8757,자동차,독일,Export,65976197,1351.231416
2025-12-01,8735,자동차,독일,Export,238464107,3980.484553
2021-01-01,7296,철강,독일,Import,0,321.2416856
2021-02-01,7227,철강,독일,Import,0,2026.981277
2021-03-01,7227,철강,독일,Export,172889079,1646.112585
2021-04-01,7219,철강,독일,Export,208078404,4966.999463
2021-05-01,7242,철강,독일,Export,304388153,3534.241916
2021-06-01,7228,철강,독일,Export,108717321,1399.521831
2021-07-01,7243,철강,독일,Export,37549904,2479.608062
2021-08-01,7239,철강,독일,Export,41301086,1655.205365
2021-09-01,7267,철강,독일,Import,0,
2021-10-01,7286,철강,독일,Export,431727232,
2021-11-01,7297,철강,독일,Import,0,272.5543503
2021-12-01,7224,철강,독일,Export,441120496,3278.546471
2022-01-01,7262,철강,독일,Import,0,4240.357183
2022-02-01,7237,철강,독일,Import,0,1574.734966
2022-03-01,7274,철강,독일,Import,0,3509.395338
2022-04-01,7294,철강,독일,Export,239592927,824.9958371
2022-05-01,7232,철강,독일,Import,0,1775.142267
2022-06-01,7240,철강,독일,Import,0,268.713412
2022-07-01,7218,철강,독일,Import,0,4574.825463
2022-08-01,7278,철강,독일,Export,488713117,1015.964004
2022-09-01,7267,철강,독일,Export,188067926,4697.087745
2022-10-01,7265,철강,독일,Export,317459270,4625.957704
2022-11-01,7224,철강,독일,Export,371887566,412.5933256
2022-12-01,7221,철강,독일,Export,477731382,
2023-01-01,7296,철강,독일,Import,0,4029.016825
2023-02-01,7227,철강,독일,Export,373025941,2758.609302
2023-03-01,7287,철강,독일,Import,0,3080.235746
2023-04-01,7251,철강,독일,Export,462911687,1228.894533
2023-05-01,7226,철강,독일,Import,0,381.2200341
2023-06-01,7248,철강,독일,Export,18163630,1760.829399
2023-07-01,7268,철강,독일,Import,0,
2023-08-01,7240,철강,독일,Import,0,1622.505109
2023-09-01,7258,철강,독일,Import,0,2952.143643
2023-10-01,7277,철강,독일,Import,0,1545.234538
2023-11-01,7295,철강,독일,Export,433184115,4984.364985
2023-12-01,7294,철강,독일,Import,0,4400.972084
2024-01-01,7262,철강,독일,Export,40480494,4131.244316
2024-02-01,7226,철강,독일,Export,240009352,4303.503139
2024-03-01,7271,철강,독일,Export,261463046,3605.366984
2024-04-01,7253,철강,독일,Export,46897702,1941.677079
2024-05-01,7251,철강,독일,Export,171323001,357.1603795
2024-06-01,7269,철강,독일,Import,0,2655.599821
2024-07-01,7287,철강,독일,Import,0,
2024-08-01,7266,철강,독일,Export,102509073,2130.601149
2024-09-01,7228,철강,독일,Import,0,151.5148003
2024-10-01,7252,철강,독일,Import,0,2437.218624
2024-11-01,7210,철강,독일,Export,394743043,2488.290885
2024-12-01,7296,철강,독일,Export,34748622,2781.793246
2025-01-01,7230,철강,독일,Export,294116492,1484.496311
2025-02-01,7274,철강,독일,Export,297937223,4120.899768
2025-03-01,7234,철강,독일,Export,225385841,2601.254644
2025-04-01,7294,철강,독일,Export,241390948,3593.12361
2025-05-01,7296,철강,독일,Import,0,3163.559013
2025-06-01,7272,철강,독일,Export,308996044,4717.620053
2025-07-01,7211,철강,독일,Import,0,3495.253664
2025-08-01,7280,철강,독일,Import,0,2087.661771
2025-09-01,7278,철강,독일,Export,38293128,
2025-10-01,7233,철강,독일,Export,350535365,2624.318439
2025-11-01,7226,철강,독일,Import,0,
2025-12-01,7241,철강,독일,Import,0,3930.721147
2021-01-01,8495,기계,독일,Export,400355985,1756.109597
2021-02-01,8410,기계,독일,Export,125638336,803.3693041
2021-03-01,8495,기계,독일,Import,0,4838.145722
2021-04-01,8448,기계,독일,Import,0,1296.323046
2021-05-01,8443,기계,독일,Export,192301348,553.0026335
2021-06-01,8482,기계,독일,Export,129557698,4836.997715
2021-07-01,8439,기계,독일,Export,448822313,4836.448882
2021-08-01,8487,기계,독일,Export,347006911,1440.025125
2021-09-01,8477,기계,독일,Export,412658684,780.9480602
2021-10-01,8414,기계,독일,Export,358468442,133.3030881
2021-11-01,8475,기계,독일,Export,227909260,2925.070451
2021-12-01,8471,기계,독일,Export,11326993,4264.73783
2022-01-01,8443,기계,독일,Export,41406408,3021.098983
2022-02-01,8453,기계,독일,Export,346723098,4092.488971
2022-03-01,8412,기계,독일,Export,75551291,
2022-04-01,8457,기계,독일,Export,117844132,1344.525292
2022-05-01,8497,기계,독일,Import,0,1146.359987
2022-06-01,8486,기계,독일,Import,0,2015.495392
2022-07-01,8412,기계,독일,Export,227753853,1586.086403
2022-08-01,8465,기계,독일,Import,0,3910.866759
2022-09-01,8436,기계,독일,Export,325797680,996.0361811
2022-10-01,8411,기계,독일,Import,0,2104.994679
2022-11-01,8431,기계,독일,Export,159006371,4076.972371
2022-12-01,8497,기계,독일,Export,455774406,
2023-01-01,8421,기계,독일,Export,270424830,2344.019751
2023-02-01,8454,기계,독일,Import,0,1377.472993
2023-03-01,8465,기계,독일,Export,277971775,3600.852451
2023-04-01,8480,기계,독일,Import,0,4655.283078
2023-05-01,8459,기계,독일,Export,228623514,2814.499487
2023-06-01,8479,기계,독일,Import,0,620.4477552
2023-07-01,8495,기계,독일,Export,317919409,
2023-08-01,8458,기계,독일,Export,326739613,2345.981049
2023-09-01,8447,기계,독일,Export,51781487,4344.300173
2023-10-01,8488,기계,독일,Export,75374004,3489.05267
2023-11-01,8463,기계,독일,Import,0,2493.858086
2023-12-01,8489,기계,독일,Import,0,3282.824433
2024-01-01,8433,기계,독일,Export,325121132,1647.142672
2024-02-01,8416,기계,독일,Import,0,1374.235397
2024-03-01,8462,기계,독일,Import,0,3580.722353
2024-04-01,8463,기계,독일,Export,323162845,1770.713671
2024-05-01,8473,기계,독일,Export,305417512,3305.680264
2024-06-01,8430,기계,독일,Export,209869009,
2024-07-01,8491,기계,독일,Export,440868987,2619.712355
2024-08-01,8410,기계,독일,Export,456791099,
2024-09-01,8491,기계,독일,Import,0,3004.210727
2024-10-01,8443,기계,독일,Export,239822220,4649.922111
2024-11-01,8494,기계,독일,Export,42367100,4865.584355
2024-12-01,8470,기계,독일,Export,377277326,3527.717862
2025-01-01,8414,기계,독일,Export,71373103,
2025-02-01,8461,기계,독일,Export,360710603,4866.689138
2025-03-01,8475,기계,독일,Export,338674862,4124.17116
2025-04-01,8455,기계,독일,Import,0,1824.455877
2025-05-01,8430,기계,독일,Import,0,
2025-06-01,8417,기계,독일,Export,423427108,2246.415972
2025-07-01,8424,기계,독일,Import,0,3790.282351
2025-08-01,8446,기계,독일,Export,37931169,2980.212402
2025-09-01,8437,기계,독일,Export,63650576,1093.98087
2025-10-01,8497,기계,독일,Import,0,2259.621301
2025-11-01,8481,기계,독일,Export,373425223,3408.631104
2025-12-01,8436,기계,독일,Export,349992949,1598.486205
